,Unnamed: 0,service_request_id,grievance,translated_text
2850,2850,101004368731,"Parked on a crosswalk, a No Parking anytime zone and a Handicap Ramp. Should it be ticketed 3 times?","Aparcado en un cruce peatonal, una zona sin aparcamiento en cualquier momento y una rampa para discapacitados."
2851,2851,101004368730,Tree branch blocking sidewalk city own  Intersection of main street and salem street,Rama de árbol bloqueando acera ciudad propia Intersección de la calle principal y calle salem
2852,2852,101004363285,Rat bites: [No]  Rats in the house: [No]  Rats outside of property: [No]  What is the nature of the problem: [Back of the property has rats everywhere],Mordeduras de ratas: [No] Ratas en la casa: [No] Ratas fuera de la propiedad: [No] ¿Cuál es la naturaleza del problema: [La parte posterior de la propiedad tiene ratas en todas partes]
2853,2853,101004368632,In the The back yard is all over grown grass its a mess | Exact location: [Back yard of address],En el patio trasero está todo el césped cultivado su un lío  Ubicación exacta: [Patio trasero de la dirección]
2854,2854,101004368729,"Date of scheduled pickup: [Thursday, June 30, 2022]  Item requested for a collection: [TV (3) Air Conditioner (2) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Thursday]  Curbside pickup or an alley: [Curbside Pickup]","Fecha de recogida programada: [Jueves, 30 de junio de 2022] Artículo solicitado para una colección: [TV (3) Aire Acondicionado (2) Refrigerador/Congelador (0) Enfriador de agua (0) Dehumidificador (0) Monitor de computadora (0)] Día de la basura: [Jueves] Recojo de la curva o un callejón: [Curbside Pickup]"
2855,2855,101004368727,The court area needs pavement parking marking.The area  people are parking everywhere and we need some clear makings. | Type of request: [Pavement Marking],La zona de la corte necesita la marcación del estacionamiento del pavimento.La gente de la zona está estacionando en todas partes y necesitamos algunas marcas claras.
2856,2856,101004368541,Trash and human feces on side walk. Please pick up and monitor the area for trash. It is a continuing issue,"Papelera y heces humanas en la caminata lateral. Por favor, recoger y monitorear el área de basura. Es un problema continuo"
2857,2857,101004368163,Public alley 435 by Dartmouth,Callejón público 435 por Dartmouth
2858,2858,101004368720,Car on sidewalk on n Bennet st next to 7-11,Coche en la acera n Bennet st junto a 7-11
2859,2859,101004368722,Constituent states that the street light at this location is out. Working on a lighting project at this location and is requesting repair. | Where is the light: [Street]  Electric or gas light: [Electric],Constituyente afirma que la luz de la calle en este lugar está fuera. Trabajando en un proyecto de iluminación en este lugar y está pidiendo reparación.  ¿Dónde está la luz: [Calle] Luz eléctrica o de gas: [Eléctrica]
2860,2860,101004368719,The Construction crew has put up a sidewalk closed sign with no alternative route or notification at either end of the street.,El equipo de construcción ha puesto un cartel cerrado en la acera sin ruta o notificación alternativa en cualquiera de los extremos de la calle.
2861,2861,101004368717,Uneven raised sidewalk Hazard Fall risk,Riesgo de caída de la acera
2862,2862,101004330339,I am bitten by a tick today at the playground. I felt an itch on my shoulder put my hand to scratch and saw the tick on my hand. It was an adult and I guess it was a wood tick but I freaked out when I realized it is a tick and let it fall before I realized I should have killed it. And I am now freaked out that I was bitten in an urban playground where kids can be bitten without realizing,"Me mordió una garrapata hoy en el patio de recreo. Sentí una picazón en mi hombro puso mi mano a rascarse y vio la garrapata en mi mano. Era un adulto y supongo que era una garrapata de madera, pero me asusté cuando me di cuenta de que es una garrapata y la dejé caer antes de darme cuenta de que debería haberlo matado. Y ahora estoy asustado de que me mordieran en un patio de recreo urbano donde los niños pueden ser mordidos sin darme cuenta"
2863,2863,101004365186,Street light or control box knocked down: [Street Light]  Problem: [Street light is knocked over.Wires exposed.BFD is on location.]  Light blocking the street or sidewalk: [No]  Wires exposed: [Yes],Luz de la calle o caja de control derribada: [Luz de la calle] Problema: [La luz de la calle es derribada.Los cables expuestos.BFD está en el lugar.] La luz bloqueando la calle o la acera: [No] Los cables expuestos: [Sí]
2864,2864,101004366345,COnstituent states there is 2-3 potholes | Where exactly on the pavement is the pothole: [On Roadway]  What is the approximate size of the pothole: [2],Los estados COnstituent hay 2-3 baches  Donde exactamente en el pavimento está el bache: [En la carretera] ¿Cuál es el tamaño aproximado del bache: [2]
2865,2865,101004368698,USPS box needs power wash,La caja USPS necesita lavado de energía
2866,2866,101004368672,Constituent states that his trash was missed on Sat and has been trying to get it picked up. Requesting pick up. | Scheduled trash day: [Friday]  How was your trash placed out for collection: [Barrel]  Curbside pickup or an alley: [Curb Side Pickup],Constituyente afirma que su basura se perdió en Sat y ha estado tratando de conseguir que se recogió. Solicitar recoger.  Día de basura programado: [Viernes] ¿Cómo se colocó su basura para la recogida: [Barrel] Recojo de Curbside o un callejón: [Curb Side Pickup]
2867,2867,101004368310,Scheduled recycling day: [Monday]  How was the recycling placed out for collection: [Blue Box]  Curbside pickup or an alley: [Curb Side Pickup],Día de reciclaje programado: [Lunes] Cómo se colocó el reciclaje para su recogida: [Blue Box] Recojo de la curva o un callejón: [Curb Side Pickup]
2868,2868,101004368385,Dead bunny on high street near the fence line,Conejito muerto en la calle alta cerca de la línea de la cerca
2869,2869,101004368452,"Constituent reports large amout of pilled up on side of building, states there are bed and large amount of trash. States trash belongs to 78 commonwelath ave. | Witnessed incident: [No]","Informes constituyentes gran amout de saqueado en el lado de la construcción, estados hay cama y gran cantidad de basura. La basura de los Estados pertenece a 78 ave de la comunidad."
2870,2870,101004368687,Multiple out of state/non resident cars parked in resident parking only spots on bay state road between 52 and 94 Bay State road,Múltiples automóviles fuera del estado y no residentes estacionados en estacionamientos residentes sólo en lugares en la carretera del estado de la bahía entre 52 y 94 Bay State Road
2871,2871,101004368688,CAppy's Landscaping Truck parked illegally on my sidewalk at 21 Alberta Stree West Roxbury,Camión paisajista de Cappy estacionado ilegalmente en mi acera en el 21 Alberta Stree West Roxbury
2872,2872,101004368549,Dead animal on sidewalk/roadway: [Roadway]  Type of animal: [Rodent]  Date when animal seen: [06/28/2022]  Time when animal seen: [10:17],Animal muerto en la acera/carretera: [Camino] Tipo de animal: [Rodiente] Fecha en que el animal visto: [28/06/2022] Tiempo en que el animal visto: [10:17]
2873,2873,101004315718,Can we get the lawn mowed here? Thanks!,¿Podemos cortar el césped aquí?
2874,2874,101004368623,Red Mazda expired tags and no inspection,Rojo Mazda caducado etiquetas y ninguna inspección
2875,2875,101004365772,Children's splash pad not functional. This is the only nearby safe way to cool off outside for small children.,Esta es la única manera segura de refrescarse afuera para los niños pequeños.
2876,2876,101004368621,Car parked in bus stop. Bus stop is from the sign to the curb cut. Not private parking. If not going to ticket remove bus stop,Coche estacionado en la parada de autobús. Parada de autobús es de la señal a la parada de la acera. No aparcamiento privado.
2877,2877,101004358617,"Park is completely trashed. Cups, bowls, bottles, wrappers and busted balloons all scattered about.","El parque está completamente destrozado. Tazas, cuencos, botellas, envolturas y globos rotos por todos lados."
2878,2878,101004368611,Graffiti at Playstead,Graffiti en Playstead
2879,2879,101004368651,Non- handicapped car taking up half a handicapped space,Coche no minusválido que ocupa la mitad de un espacio para minusválidos
2880,2880,101004331693,Constituent states the trash needs to be emptied | SR Type: [Cleaning/Trash]  Park owner: [BPRD],Los estados constituyentes la basura necesita ser vaciada  SR Tipo: [Limpieza / Choque] Propietario del parque: [BPRD]
2881,2881,101004317333,Constituent states the grass is overgrown and is requesting grass cutting | SR Type: [Grass Cutting]  Park owner: [BPRD],Los estados constituyentes la hierba está sobrecultivada y está solicitando el corte de la hierba  SR Tipo: [Corte de hierba] Propietario del parque: [BPRF]
2882,2882,101004367858,Multiple rat sightings. Please trap the sewer,Múltiples avistamientos de ratas.
2883,2883,101004357922,"Y’all call this fixed? I reported potholes on Raymond Street a few weeks ago and they weren't all filled. The couple that were filled were not completely filled, which still makes it a pothole. Please fix this street!!!!","¿Llaman a esto arreglado? Informé de baches en Raymond Street hace unas semanas y no estaban todos llenos. La pareja que estaban llenos no estaban completamente llenos, lo que todavía lo hace un bache. Por favor, arregle esta calle!!!!"
2884,2884,101004368245,Constituent states that the empty barrels are left out every week after there trash day. | Exact location: [front],Constituyente afirma que los barriles vacíos se dejan fuera cada semana después de allí día de la basura.  Ubicación exacta: [frente]
2885,2885,101004368683,Please cement over old tree well for pedestrian traffic.  No tree will be replanted per COB,"Por favor, cemento sobre viejo árbol pozo para el tráfico peatonal. Ningún árbol será replantado por COB"
2886,2886,101004321665,The park landscaping has not been maintained for a while. The growth is untenable. | SR Type: [PLANTING]  Park owner: [BPRD],El paisaje del parque no se ha mantenido durante un tiempo. El crecimiento es insostenible.  SR Tipo: [PLANTING] Propietario del parque: [BPRD]
2887,2887,101004367252,"Constituent reports BPRD came to clean park last week, but blew all debris into street. | SR Type: [Cleaning/Trash]  Park owner: [BPRD]","Informes constituyentes BPRD vino a limpiar el parque la semana pasada, pero voló todos los escombros en la calle."
2888,2888,101004368681,"Date of scheduled pickup: [Tuesday, July 5, 2022 ***]  Item requested for a collection: [TV (1) Air Conditioner (0) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Monday]  Curbside pickup or an alley: [Curbside Pickup]","Fecha de recogida programada: [Martes, 5 de julio de 2022 ***] Artículo solicitado para una colección: [TV (1) Aire Acondicionado (0) Frigorífico/Congelador (0) Enfriador de Agua (0) Dehumidificador (0) Monitor de Computadora (0)] Día de la basura: [Lunes] Recojo de Curbside o un callejón: [Curbside Pickup]"
